CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,NSEZ,ACE,CODLOC,CODASC,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P64,P65,P66,P128,P129,P130,P131,P132,P135,P136,P137,P138,P139,P140,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,A2,A3,A5,A6,A7,A44,A46,A47,A48,PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
1,Piemonte,1,Torino,272,Torino,1272,12720001443,1443,110,10001,3.0,452,209,243,173,194,14,51,20,96,95,5,9,4,21,10,13,12,25,24,29,33,28,28,34,36,37,28,30,64,11,8,8,5,14,11,14,13,20,9,19,16,16,12,12,21,431,119,167,88,39,17,1,198,57,71,43,19,8,0,208,194,10,107,102,5,200,75,28,23,10,21,12,186,29,128,53,30,12,16,12,2,9,2,1,26,1,2,1,0,0,30,239,0,1,0,0,20106,37,191,12,240,452,108,73,40,17,2,0,0,12,12,8,4,2.0,6.0,0.0,0,1,1,4,0,0,1,1,0,0,0,0,8,0,0,0,0,1,7,245,2,6,0,0
